job_listing,original_date_posted,skills,company_name,job_city,job_region,job_postal_code,intext_job_title,intext_company_name,intext_date_posted,intext_location,get_education_level,intext_skills,coding_languages,technologies,methodologies,operating_systems,remote,years_experience,date_of_processing,salary,URL
Chief Data Scientist,2021-07-14T12:32:41Z,"machine learning, artificial intelligence, AI, ML, python, statistical models, innovation, Analytics, Big data, Data science, Geospatial analysis, Product development",Hawkeye 360,Herndon,VA,20170,Chief Data Scientist,Hawkeye 360,7/14/2021,"Herndon, VA",Bachelor's - Masters,"sales, computer science, cloud, modeling, communication skills, data science, big data, python, geospatial analysis, artificial intelligence, product development, leadership, mathematics, machine learning","ml, source, python",,,,False,0 to 4,7142021,,https://www.dice.com/jobs/detail/Chief-Data-Scientist-Hawkeye-360-Herndon-VA-20170/91021750/PRO01
Data Analyst/ Data Scientist (With ,2021-06-22T04:05:50Z,"Data analysis, Data science, Machine learning, Python, R, SQL, Tableau, R-Shiny, Predictive Analytics, Statistical Analysis",Openmind Technologies,San Francisco,CA,94101,"Data Analyst/ Data Scientist (With R, R Shiny)",Openmind Technologies,7/14/2021,"San Francisco, CA",Bachelor's - Masters,"computer science, bridging, data mining, sql, web services, r, big data, predictive analytics, business analysis, machine learning, statistical analysis, python, forensics, data integrity, statistics, statistical methods, data science, tableau, iot, san","r, python, sql, goal, pipelines",aws,version control,,False,3 to 5,7142021,,https://www.dice.com/jobs/detail/Data-Analyst%26%2347-Data-Scientist-%28With-R%2C-R-Shiny%29-Openmind-Technologies-San-Francisco-CA-94101/RTX1714f1/7015730
Sr. Data Scientists with strong AWS,2021-07-14T15:06:37Z,"Data Scientists, AWS, Time Series models, Reinforcement learning, Regression, Amazon SageMaker",Strategism Inc.,,,,Sr. Data Scientists with strong AWS,Strategism Inc.,7/14/2021,,Masters,data science,sr,aws,,,True,,7142021,,https://www.dice.com/jobs/detail/Sr.-Data-Scientists-with-strong-AWS-Strategism-Inc.---/80119804/7044167
Lead Data Science/ AI Engineer,2021-06-01T15:30:24Z,"Engineer, Python, Java, Architecture",Rose International,Irving,TX,75014,Lead Data Science/ AI Engineer,Rose International,7/14/2021,"Irving, TX",Bachelor's - Masters,"computer science, cloud, r, scrum, algorithms, java, big data, python, operational excellence, emerging technologies, enterprise architecture, leadership, continuous improvement, mathematics, tensorflow, testing, machine learning","context, r, python, java, goal, pcf, spark",tensorflow,"scrum, incremental","tunes, android",False,0 to 1,7142021,,https://www.dice.com/jobs/detail/Lead-Data-Science%26%2347-AI-Engineer-Rose-International-Irving-TX-75014/roseint/369905
AI/ML -Data Science Engineers @ Now Remote later onsite at San Jos,2021-07-12T16:32:24Z,"AI/ML, Data Science Engineer",Cyber Space Technologies LLC,San Jose,CA,95117,AI/ML,"ata Science Engineers @ Now Remote later onsite at San Jose, CA @ Contract",,"Cyber Space Technologies LLC - San Jose, CA",Bachelor's - Masters,"san, data science",,,,,True,,7142021,,https://www.dice.com/jobs/detail/AI%26%2347ML-%26%2345Data-Science-Engineers-%40-Now-Remote-later-onsite-at-San-Jose%2C-CA-%40-Contract-Cyber-Space-Technologies-LLC-San-Jose-CA-95117/90934189/2021%26%23452247
Data Analytics/ Data Scientist Solution Senior Consult,2021-05-13T10:35:58Z,"GPS, IT, Computer, Management, Systems, Engineering, SAS, SQL, Python, Visual Basic, Business Intelligence, Consulting",Deloitte,Gilbert,AZ,85233,Data Analytics/ Data Scientist Solution Senior Consult,Deloitte,7/14/2021,"Gilbert, AZ",Bachelor's - Masters,"computer science, modeling, sql, sas, finance, mathematics, business analytics, r, visual basic, management information systems, business intelligence, troubleshooting, statistical analysis, python, forensics, matlab, risk assessment, statistics, gps, problem solving, tableau, professional development, professional services","r, python, processing, sql, sas, matlab",,,acp,False,3,7142021,,https://www.dice.com/jobs/detail/Data-Analytics%26%2347-Data-Scientist-Solution-Senior-Consult-Deloitte-Gilbert-AZ-85233/10106525/26394
Data Science,2021-04-26T21:33:04Z,"Documentation, Attention to detail, Best practices, Communication skills, Computer, Microsoft Word, Multitasking, QA, SAP, Service level, Specification, Troubleshooting, Cross-functional, Editing, Integration, MDM, Microsoft Excel, Microsoft Outlook",Aaratech,Secaucus,NJ,60440,Data Science,Aaratech,,"Secaucus, NJ",Associate's - Masters,"microsoft outlook, communication skills, data entry, attention to detail, qa, sap, troubleshooting, microsoft excel, microsoft word",,,,"master, college",False,1 to 2,7142021,,https://www.dice.com/jobs/detail/Data-Science-Aaratech-Secaucus-NJ-60440/91121805/6943345
Data Scientist,2021-07-21T00:32:27Z,Data Scientist,Beacon Hill Technologies,,,,Data Scientist,Beacon Hill Technologies,7/21/2021,,Associate's - Masters,"sql, nosql, project management, leadership, python, communication skills, data science, life sciences, spectrum, business analysis, erp, quality assurance, database","python, nosql, ml, sql",aws,,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Beacon-Hill-Technologies---/10120630T/T1243560BOSMLT%26%234591
Data Scientist,2021-07-20T01:06:18Z,Python,Jobot,San Diego,CA,92101,Data Scientist,Jobot,7/21/2021,"San Diego, CA",,"chemistry, google cloud, python, cloud, data mining","python, goal",aws,,,False,3,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Jobot-San-Diego-CA-92101/91113390/491991967
Data Scientist II,2021-07-21T18:06:20Z,"analytics, statistics, data science, machine learning, data modeling, Education, IT, Leadership, Employment authorization, Use cases, Software development, Software design",Sulliva,Minneapolis,MN,55401,Data Scientist II,"Sullivan, Cotter and Associates, Inc.",7/21/2021,"Minneapolis, MN",Bachelor's - Masters,"python, software design, business operations, sql, data analysis, statistics, billing, data science, data modeling, use cases, machine learning, roadmaps, leadership, mathematics, data visualization, tableau, software development, advanced analytics, modeling, less","python, processing, sql",,,,False,5 to 7,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-II-Sullivan%2C-Cotter-and-Associates%2C-Inc.-Minneapolis-MN-55401/RTX1c7602/449
Data Science/ Big Data Engineer@TX,2021-07-22T00:15:43Z,"SNAP, Data Science, Big Data Engineer",TechNix LLC,Austin,TX,78753,Data Science/ Big Data Engineer@TX,TechNix LLC,7/21/2021,"Austin, TX",Bachelor's - Masters,"project planning, procurement, leadership, network security, data science, algorithms, big data, project implementation, writing, testing, machine learning, modeling, data analysis",processing,,,scope,False,1,7212021,,https://www.dice.com/jobs/detail/Data-Science%26%2347-Big-Data-Engineer%40TX-TechNix-LLC-Austin-TX-78753/10365731/2021%26%2345205
Data Scientist (Entry)-Data & Analytics-IT-CS-US,2021-07-21T00:47:19Z,"IT, Python, SAS",Judge Grou,Sacramento,CA,94203,Data Scientist (Entry,ata & Analytic,7/21/2021,"T-CS-US - Judge Group, Inc. - Sacramento, CA",Bachelor's - Masters,"statistics, r, python, sas, problem solving, biostatistics, machine learning","python, r, sas",aws,,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%28Entry%29%26%2345Data-%26-Analytics%26%2345IT%26%2345CS%26%2345US-Judge-Group%2C-Inc.-Sacramento-CA-94203/cxjudgpa/740952
Hybrid Data Engineer / Data Scientist,2021-07-20T00:45:37Z,"Engineer, MySQL, Engineering, Python, Computer",Motion Recruitment,San Diego,CA,92101,Hybrid Data Engineer / Data Scientist,Motion Recruitment,,"San Diego, CA",Bachelor's - Masters,"data engineering, python, data science, etl, saas, data visualization, computer science, san, machine learning, mysql, data analysis","pipelines, python, mysql, scratch",,,,True,5,7212021,,https://www.dice.com/jobs/detail/Hybrid-Data-Engineer-%26%2347-Data-Scientist-Motion-Recruitment-San-Diego-CA-92101/10105282/464729
Data Scientist | Modeling,2021-07-19T00:17:15Z,"Modeling, SQL, Teradata, Python, Java, Computer, Engineering, Research",Gables Search Group,Dearborn,MI,48120,Data Scientist | Modeling,Gables Search Group,7/21/2021,"Dearborn, MI",Bachelor's - Masters,"r, python, etl, testing, teradata, webfocus, sql, statistics, qlikview, industrial engineering, data science, computer science, java, machine learning, scala, predictive analytics, big data, mathematics, tableau, operations research, qlik sense, modeling","r, scala, python, spark, java, sql",,,,False,1 to 1,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%7C-Modeling-Gables-Search-Group-Dearborn-MI-48120/90934198/532e61d4%26%2345e331%26%23454f97%26%23459167%26%23455a14030dc99a
Remote Senior Data Engineer/ Data Scientist,2021-07-20T01:05:41Z,"Engineer, Python, SQL",Jobot,,,,Remote Senior Data Engineer/ Data Scientist,Jobot,7/21/2021,,Masters,"python, machine learning, data science, sql","python, spark, sql",,,amber,False,2 to 5,7212021,,https://www.dice.com/jobs/detail/Remote-Senior-Data-Engineer%26%2347-Data-Scientist-Jobot---/91113390/1456224288
Data Scientist,2021-07-21T15:30:36Z,"Data Science, Model coding, Sports Analytics",R3 Technology Inc.,,,,Data Scientist,R3 Technology Inc.,7/21/2021,,Masters,"computer vision, modeling, data science",,,,vision,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-R3-Technology-Inc.---/10264377/7054303
Senior Data Scientist (Remote),2021-07-20T00:33:50Z,Senior Data Scientist (Remote),Black Knight Inc,Irvine,CA,92616,Senior Data Scientist (Remote),Black Knight Inc,7/21/2021,"Irvine, CA",Bachelor's - Masters,"r, python, communication skills, business intelligence, thought leadership, testing, sql, statistics, sales, product development, data science, product management, finance, machine learning, leadership, big data, mathematics, written communication skills, performance monitoring, c#, interpersonal skills, test cases, software engineering, modeling","r, python, context, plus, c#, sql",,,,True,,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%28Remote%29-Black-Knight-Inc-Irvine-CA-92616/10361826/211082%26%2345924
Data Scientist/ Advanced Analytics,2021-07-20T01:20:41Z,"Advanced analytics, Analytical skill, Life sciences, Statistical models, Pharmaceutics",Axtria Inc,Berkeley Heights,NJ,7922,Data Scientist/ Advanced Analytics,Axtria Inc,,"Berkeley Heights, NJ",Bachelor's - Masters,"statistics, sales, communication skills, data science, algorithms, life sciences, mathematics, advanced analytics, operations research, sas, artificial intelligence, cloud, sql, marketing","red, sql, simple, sas",,,master,False,3 to 6,7212021,,https://www.dice.com/jobs/detail/Data-Scientist%26%2347-Advanced-Analytics-Axtria-Inc-Berkeley-Heights-NJ-07922/10488888/7050958
Data Scientist Python,2021-07-16T00:45:05Z,"Analytics, Data QA, Data analysis, Python, Qualitative Analysis, R, SQL, Data science, Problem solving, Statistical models, Jupyter, Quantitative analyst",Job Cloud Inc.,,,,Data Scientist Python,Job Cloud Inc.,,,Bachelor's - Masters,"quantitative analyst, jupyter, r, python, qa, data science, problem solving, rstudio, sql, data analysis","python, r, sql","jupyter, jupyter notebooks",,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Python-Job-Cloud-Inc.---/90960822/7047619
Deep Learning Neural Search Data Scientist,2021-07-15T00:46:06Z,"Manager, Networks, Computer, Java",Judge Grou,Mooresville,NC,28115,Deep Learning Neural Search Data Scientist,"Judge Group, Inc.",7/21/2021,"Mooresville, NC",Bachelor's - Masters,"google cloud, deep learning, spring, data science, computer vision, neural networks, java, tensorflow, machine learning, cloud, less","plus, java","tensorflow, pytorch",,"spring, vision",True,1 to 4,7212021,,https://www.dice.com/jobs/detail/Deep-Learning-Neural-Search-Data-Scientist-Judge-Group%2C-Inc.-Mooresville-NC-28115/cxjudgpa/731691
Senior Data Scientist,2021-07-20T00:49:45Z,"Biomedical, Python, SQL",Jobot,South San Francisco,CA,94102,Senior Data Scientist,Jobot,7/21/2021,"South San Francisco, CA",Bachelor's - Masters,"statistics, r, python, algorithms, san, biostatistics, tensorflow, keras, sql","python, plus, r, sql","tensorflow, pytorch",,,False,5,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Jobot-South-San-Francisco-CA-94102/91113390/300540931
Data Scientist,2021-07-15T15:49:28Z,"Data visualization, Business analysis, Dashboard, Data engineering, Data science, SAN, SQL, Scripting language, Snow flake schema, Statistics, Mathematics, Product design, Product engineering, Python, QA, Design of experiments, Engineering, Looker, Machine learning, Tableau, Algorithms, UI, Writing, GTS",Enterprise Engineering,San Francisco,CA,94101,Data Scientist,Enterprise Engineering,,"San Francisco, CA",Bachelor's - Masters,"python, product design, testing, business analysis, sql, statistics, data engineering, qa, product engineering, data science, algorithms, machine learning, mathematics, data visualization, tableau, writing, san, ui, design of experiments","python, sql",,,,True,3,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Enterprise-Engineering-San-Francisco-CA-94101/10109002/PG%26%2332%26%2345%26%2332DS
Data Scientist,2021-07-21T14:10:22Z,"Python, R, Statistics, Data modeling, Big data, Dashboard, Data analysis",Creospan,San Francisco,CA,94101,Data Scientist,Creospan,7/21/2021,"San Francisco, CA",Masters,"statistics, r, python, customer service, algorithms, big data, data modeling, business intelligence, computer science, data visualization, mathematics, writing, machine learning, modeling, data analysis","python, r",,,master,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Creospan-San-Francisco-CA-94101/10202034/1935
Data Scientist,2021-07-22T00:17:02Z,,eXcel,Sacramento,CA,94203,Data Scientist,"eXcell, a division of CompuCom Systems, Inc.",7/21/2021,"Sacramento, CA",Bachelor's - Masters,"r, python, communication skills, testing, data mining, data analysis, sql, statistics, javascript, product development, text mining, network analysis, algorithms, computer science, java, machine learning, knowledge base, leadership, mathematics, clustering, elasticsearch, marketing, c++, business objects, neural networks, san, modeling","small, javascript, r, c++, python, spark, elasticsearch, java, s3, e, b, sql",aws,d3,"master, aurora, mos, monitor, athena, hive",False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-eXcell%2C-a-division-of-CompuCom-Systems%2C-Inc.-Sacramento-CA-94203/excell/21%26%234501352
Data Scientist,2021-01-11T22:16:11Z,"Engineer, Python, HTML, SQL, Computer, Engineering, Mathematical",General Mills,Minneapolis,MN,55401,Data Scientist,General Mills,7/21/2021,"Minneapolis, MN",Bachelor's - Masters,"statistics, json, r, sql, statistical analysis, attention to detail, python, data science, writing, clustering, computer science, data visualization, machine learning, modeling, data mining, html, database","python, spark, r, sql",,,hive,True,3,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-General-Mills-Minneapolis-MN-55401/RTX14a271/6498
NC3 Data Scientist,2021-07-15T23:30:55Z,"Oracle, SQL, Security, IT, Systems, Engineering, Analysis",SAIC,Offutt Afb,NE,68113,NC3 Data Scientist,SAIC,7/21/2021,"Offutt Afb, NE",Bachelor's - Masters,"tableau, oracle, cloud, systems engineering, sql","oracle, sql",,,,False,0 to 9,7212021,,https://www.dice.com/jobs/detail/NC3-Data-Scientist-SAIC-Offutt-Afb-NE-68113/10111346/2110273
Data Scientist,2021-07-19T17:15:48Z,SQL and Tableau,Vbeyond Corporation,Austin,CA,,Data Scientist,Vbeyond Corporation,,"Austin, CA",Bachelor's - Masters,"tableau, sql",sql,,,,False,5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Vbeyond-Corporation-Austin-CA-/10209652/2021%26%234527194
Senior Data Scientist,2021-07-20T00:48:14Z,"Python, SQL, Computer, Engineering, Modeling, Testing, IT",Motion Recruitment,San Jose,CA,95101,Senior Data Scientist,Motion Recruitment,7/21/2021,"San Jose, CA",Bachelor's - Masters,"r, python, social media, algorithms, tableau, testing, machine learning, modeling, data mining, computer engineering, sql","python, r, sql",,,,False,3,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Motion-Recruitment-San-Jose-CA-95101/10105282/469901
Data Scientist,2021-07-21T20:15:16Z,"Test, SQL, Python, Oracle, Computer, Research, Engineering, Automotive",COX Enterprises,Atlanta,GA,30301,Data Scientist,COX Enterprises,7/21/2021,"Atlanta, GA",Bachelor's - Masters,"database, statistics, statistical analysis, python, data science, algorithms, mathematics, operations research, advanced analytics, computer science, tableau, tensorflow, keras, machine learning, cloud, oracle, sql, broadband","powerhouse, python, source, spark, oracle, sql",tensorflow,,,False,1 to 2,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-COX-Enterprises-Atlanta-GA-30301/coxga2/215870
Principal Data Scientist,2021-07-20T00:48:43Z,"Artificial Intelligence, Python, MySQL, SQL, Development, Computer, Data Mining, Programming, ACL",Jobot,Boulder,CO,80301,Principal Data Scientist,Jobot,7/21/2021,"Boulder, CO",Bachelor's - Masters,"deep learning, publishing, python, flask, c, artificial intelligence, tensorflow, cloud, data mining, sql, data science, algorithms, computer science, machine learning, google cloud, scala, hipaa, leadership, predictive analytics, big data, professional development, natural, c++, computer vision, mysql","ml, c++, scala, python, source, spark, c, mysql, sql","kubeflow, aws, tensorflow",,vision,True,,7212021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Jobot-Boulder-CO-80301/91113390/206474392
Data scientist,2021-07-21T12:32:40Z,"Applied mathematics, Calculus, Neural networks, Python, SAS, SVM, SQL, Tableau, Microsoft Excel, Deep learning, PL/SQL, Keras",WB Solutions LLC,Richmond,VA,23173,Data scientist,WB Solutions LLC,7/21/2021,"Richmond, VA",Bachelor's - Masters,"r, deep learning, python, tensorflow, keras, linear algebra, data mining, sql, pl/sql, statistics, data science, machine learning, statistical analysis, microsoft excel, computer vision, mathematics, tableau, mongodb, sas, neural networks, opencv, modeling","pl/sql, r, ml, python, sas, sql","tensorflow, pytorch",,"svm, vision",False,7,7212021,,https://www.dice.com/jobs/detail/Data-scientist-WB-Solutions-LLC-Richmond-VA-23173/90956948/par3413
Data Scientist - Mid,2021-07-20T00:33:00Z,Python,Rose International,West Sacramento,CA,95833,Data Scientist,Mid,7/21/2021,"Rose International - West Sacramento, CA",Bachelor's - Masters,"statistics, r, emerging technologies, algorithms, problem solving, biostatistics, machine learning, modeling",r,aws,,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Mid-Rose-International-West-Sacramento-CA-95833/roseint/374960
Data Scientist,2021-07-20T23:07:11Z,"Data science, Government, Leadership, Machine learning, Modeling, Project planning, Reporting",Cogent Data Solutions Llc,Austin,TX,73301,Data Scientist,Cogent Data Solutions Llc,,"Austin, TX",Bachelor's - Masters,"project planning, leadership, data science, machine learning, modeling",processing,,,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Cogent-Data-Solutions-Llc-Austin-TX-73301/10504512/52929163
Data Science Application Administrator,2021-06-15T23:30:21Z,"Application, Security, Software, Engineering, Engineer, IT",SAIC,Huntsville,AL,35801,Data Science Application Administrator,SAIC,7/21/2021,"Huntsville, AL",Associate's - Masters,"data science, data visualization, security+, data processing, cloud, cots, systems engineering","powershell, self, processing",aws,,scope,True,1 to 3,7212021,,https://www.dice.com/jobs/detail/Data-Science-Application-Administrator-SAIC-Huntsville-AL-35801/10111346/219041
Data Scientist,2021-07-16T15:47:48Z,"big date, azure, C3 AI",System Soft Technologies,Columbus,IN,47201,Data Scientist,System Soft Technologies,,"Columbus, IN",Bachelor's - Masters,"agile, web services, big data, spectrum, continuous integration, amazon web services, testing, machine learning, software development, continuous delivery",source,,"continuous integration, agile software development, agile",,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-System-Soft-Technologies-Columbus-IN-47201/10118461/sst%26%2345ak%26%23450716%26%234517
Remote Data Scientist Lead,2021-07-15T23:07:50Z,,Kforce Technology Staffing,South Jordan,UT,84095,Remote Data Scientist Lead,Kforce Technology Staffing,7/21/2021,"South Jordan, UT",Bachelor's - Masters,"statistics, google cloud, agile, rnn, project management, communication skills, data science, algorithms, big data, operations research, computer science, apache spark, data processing, tensorflow, machine learning, cloud, data mining","spark, processing, pilot, ml","aws, tensorflow",agile,pilot,True,3 to 8,7212021,,https://www.dice.com/jobs/detail/Remote-Data-Scientist-Lead-Kforce-Technology-Staffing-South-Jordan-UT-84095/kforcecx/ITWQG1965821
Data Scientist,2021-07-20T00:33:12Z,"Programming, Analysis, Data Analysis, Data Modeling, IT",Robert Half,Kansas City,MO,64114,Data Scientist,Robert Half,7/21/2021,"Kansas City, MO",Bachelor's - Masters,"statistics, it infrastructure, data manipulation, data modeling, mathematics, data visualization, modeling, data analysis",small,,,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Robert-Half-Kansas-City-MO-64114/rhalfint/02380%26%23450011897188
Data Scientist,2021-07-21T20:15:55Z,"NLP, Development, Lifecycle, Python, Java, SQL, Computer, Engineering, Automotive",COX Enterprises,Atlanta,GA,30301,Data Scientist,COX Enterprises,7/21/2021,"Atlanta, GA",Bachelor's - Masters,"r, python, automation, docker, tensorflow, cloud, sql, broadband, statistics, core data, data science, algorithms, computer science, java, scala, data visualization, tableau, writing, advanced analytics","powerhouse, r, ml, scala, python, spark, java, sql","aws, tensorflow",,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-COX-Enterprises-Atlanta-GA-30301/coxga2/215892
Data Scientist III,2021-07-13T00:47:28Z,Data Scientist III,Experis,,,,Data Scientist III,Experis,7/21/2021,,Bachelor's - Masters,"deep learning, python, data integrity, modeling, advanced analytics, machine learning, cloud, data analysis","python, plus, signal",,,scope,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-III-Experis---/COMSYSD/BBBH45668%26%2345677
Senior Data Scientist - Cancer Target Discovery,2021-07-20T00:47:04Z,"DNA, Web",Jobot,South San Francisco,CA,94102,Senior Data Scientist,Cancer Target Discovery,7/21/2021,"Jobot - South San Francisco, CA",Bachelor's - Masters,"statistics, bioinformatics, deep learning, communication skills, parallel computing, web services, neural networks, amazon web services, testing, machine learning, modeling, biology, data analysis","pipelines, ml, small",,,"vector, vision",False,3 to 3,7212021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Cancer-Target-Discovery-Jobot-South-San-Francisco-CA-94102/91113390/37787509
Data Scientist (Training and Placement ),2021-07-21T18:45:22Z,"Deep Learning, Data visualization",Cogent IB,,,,Data Scientist (Training and Placement ),"Cogent IBS, Inc",7/21/2021,,Bachelor's - Masters,"statistics, iot, deep learning, scala, python, communication skills, data science, electrical engineering, mathematics, computer science, data visualization, technical support, django, machine learning, linear algebra, computer engineering, software development","python, scala",,,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%28Training-and-Placement-%29-Cogent-IBS%2C-Inc---/10211499/7054609
Data Scientist,2021-07-22T01:05:03Z,"DNA, Python, SAS, Management",Jobot,Chicago,IL,60601,Data Scientist,Jobot,7/21/2021,"Chicago, IL",Bachelor's - Masters,"statistics, r, statistical methods, python, algorithms, big data, predictive analytics, sas, julia, modeling, advertising, marketing","go, r, python, sas, julia",,,go,False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Jobot-Chicago-IL-60601/91113390/1135425240
Sr. Data Scientist in Raleig,2021-07-16T01:16:39Z,data scientist,Tek Tree LLC,Raleigh,NC,27612,"Sr. Data Scientist in Raleigh, NC",Tek Tree LLC,,"Raleigh, NC",Bachelor's - Masters,"statistics, natural, natural language processing, scala, python, nltk, data science, cloud, clustering, java, tensorflow, keras, machine learning, distributed computing","ml, scala, python, spark, java, pipelines, processing","tensorflow, pytorch",,,False,3 to 3,7212021,,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-in-Raleigh%2C-NC-Tek-Tree-LLC-Raleigh-NC-27612/10358503/2021%26%2345787
Sr Data Scientist,2021-07-21T20:15:56Z,"NLP, Development, Lifecycle, Python, Java, SQL, Computer, Engineering, Automotive",COX Enterprises,Atlanta,GA,30301,Sr Data Scientist,COX Enterprises,7/21/2021,"Atlanta, GA",Bachelor's - Masters,"r, python, automation, docker, communication skills, tensorflow, cloud, sql, broadband, statistics, core data, data science, algorithms, computer science, java, scala, predictive analytics, data visualization, tableau, writing, advanced analytics","powerhouse, r, ml, scala, python, spark, java, sql","aws, tensorflow",,,False,3,7212021,,https://www.dice.com/jobs/detail/Sr-Data-Scientist-COX-Enterprises-Atlanta-GA-30301/coxga2/215893
Data Scientist - Video Game Data - 100% REMOTE,2021-07-21T00:49:40Z,"Game, Test, SQL, Video, Python, Modeling, Oracle, MySQL, Systems",Jobot,,,,Data Scientist,Video Game Data,7/21/2021,100% REMOTE - Jobot -,Bachelor's - Masters,"statistics, r, deep learning, postgresql, python, troubleshooting, algorithms, big data, microsoft sql server, oracle, tableau, testing, machine learning, modeling, data mining, sql, mysql, database","r, postgresql, python, microsoft sql server, oracle, mysql, sql",,,,True,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Video-Game-Data-%26%2345-100%26%2337-REMOTE-Jobot---/91113390/292605494
Data Scientist,2021-07-21T00:48:16Z,"Python, SQL, Version Control, NLP, Computer",Jobot,New York City,NY,10001,Data Scientist,Jobot,7/21/2021,"New York City, NY",Bachelor's - Masters,"python, nltk, etl, problem solving, machine learning, cloud, sql, database","small, ml, python, spark, pipelines, scratch, sql",,version control,vision,True,2,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Jobot-New-York-City-NY-10001/91113390/623705538
Bioinformatics Data Scientist,2021-07-20T00:47:15Z,Python,Jobot,Pittsburgh,PA,15201,Bioinformatics Data Scientist,Jobot,7/21/2021,"Pittsburgh, PA",Bachelor's - Masters,"bioinformatics, r, python, life sciences, data science, machine learning","python, r, b, t",,,,False,3 to 5,7212021,,https://www.dice.com/jobs/detail/Bioinformatics-Data-Scientist-Jobot-Pittsburgh-PA-15201/91113390/165736758
Data Scientist,2021-07-22T00:31:23Z,"Modeling, Python, SQL",Rose International,San Francisco,CA,94102,Data Scientist,Rose International,7/21/2021,"San Francisco, CA",Bachelor's - Masters,"statistics, deep learning, automated testing, python, data management, communication skills, data science, mathematics, problem solving, data visualization, san, biostatistics, testing, machine learning, modeling, sql","python, sql",,version control,,False,,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Rose-International-San-Francisco-CA-94102/roseint/375363
Data Scientist (AWS SageMaker,2021-07-20T12:31:52Z,"data Scientist, SageMaker, Python, SQL",Factspan Inc,Orlando,FL,32801,"Data Scientist (AWS SageMaker), (Remote Till Normalcy)",Factspan Inc,7/21/2021,"Orlando, FL",Bachelor's - Masters,"statistics, r, financial services, predictive modelling, data analysis, python, data storage, business analytics, machine learning, sql, less","go, r, python, fl, pipelines, processing, sql",aws,,"go, vision",True,3 to 8,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-%28AWS-SageMaker%29%2C-%28Remote-Till-Normalcy%29-Factspan-Inc-Orlando-FL-32801/91005834/7053125
Data Science Engineer,2021-04-14T00:17:06Z,"Python, OOP, Java, Computer, IT",Horn Solutions Inc.,Irving,TX,75014,Data Science Engineer,Horn Solutions Inc.,7/21/2021,"Irving, TX",Bachelor's - Masters,"python, automation, communication skills, tensorflow, cloud, data mining, database, data analysis, jupyter, data engineering, database design, data science, computer science, java, ruby, emerging technologies, data visualization, tableau, software development, oop","python, spark, ruby, java","aws, jupyter, tensorflow","oop, ci/cd",,False,6,7212021,,https://www.dice.com/jobs/detail/Data-Science-Engineer-Horn-Solutions-Inc.-Irving-TX-75014/90900559/8293
Data Scientist,2021-07-19T14:46:14Z,"cold Fusion, Eclipse, Ultra Edit, Dreamweaver, JBOSS Developer Studio, JSF, EJB, JSP, design patterns, Hibernate, JDK, SEAM 2.0",Amer Technolog,,,,Data Scientist,"Amer Technology, Inc",,,Bachelor's - Masters,"automation, testing, database, data analysis, pl/sql, internet security, javascript, sql, data science, algorithms, data modeling, hibernate, project implementation, machine learning, oracle, jdk, rac, leadership, jsp, eclipse, j2ee, data architecture, procurement, project planning, network security, writing, design patterns, modeling","pl/sql, javascript, oracle, sql, processing, reason",eclipse,,scope,True,5,7212021,,https://www.dice.com/jobs/detail/Data-Scientist-Amer-Technology%2C-Inc---/atitx/7050662
